id,scheduled_at,platform,song,imagery,imagery_url,clip_url,text,drafts,reply_text,x_media_key,media_key,approved,execution_mode,post_type,desired_privacy,creative_id,clip_id,concept,destination
FP-BRAND-AM-W3-06-GUARDS-DOWN-FACEBOOK,2026-07-25T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Analog Myth room note, track 6: Guards Down lets the soft part have the microphone.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 6: Guards Down lets the soft part have the microphone.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Guards Down lets the soft part have the microphone.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-facebook&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-07-SLOW-WALK-X,2026-07-26T10:15:00-04:00,X,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Room note from Analog Myth: Slow Walk is a reminder that pace can be its own kind of power.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=album","Room note from Analog Myth: Slow Walk is a reminder that pace can be its own kind of power.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=album||Second pass through the Analog Myth room: Slow Walk is a reminder that pace can be its own kind of power.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-x&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-07-SLOW-WALK-FACEBOOK,2026-07-26T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Analog Myth room note, track 7: Slow Walk is a reminder that pace can be its own kind of power.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 7: Slow Walk is a reminder that pace can be its own kind of power.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Slow Walk is a reminder that pace can be its own kind of power.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-07-slow-walk-facebook&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-08-THE-POWER-OF-LIGHT-X,2026-07-27T10:15:00-04:00,X,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Room note from Analog Myth: The Power of Light leaves the room glowing after the last switch clicks.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=album","Room note from Analog Myth: The Power of Light leaves the room glowing after the last switch clicks.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=album||Second pass through the Analog Myth room: The Power of Light leaves the room glowing after the last switch clicks.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-x&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-08-THE-POWER-OF-LIGHT-FACEBOOK,2026-07-27T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Analog Myth room note, track 8: The Power of Light leaves the room glowing after the last switch clicks.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 8: The Power of Light leaves the room glowing after the last switch clicks.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: The Power of Light leaves the room glowing after the last switch clicks.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-08-the-power-of-light-facebook&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-01-13-X,2026-07-28T10:15:00-04:00,X,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Analog Myth signal trace: 13 starts with the kind of number that turns into weather.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=album","Analog Myth signal trace: 13 starts with the kind of number that turns into weather.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=album||Second pass through the Analog Myth room: 13 starts with the kind of number that turns into weather.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-x&to=video",,analog-myth-01-13-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-01-13-FACEBOOK,2026-07-28T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Analog Myth signal trace, track 1: 13 starts with the kind of number that turns into weather.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 1: 13 starts with the kind of number that turns into weather.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: 13 starts with the kind of number that turns into weather.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-01-13-facebook&to=video",,analog-myth-01-13-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-02-GIRLS-CAMP-X,2026-07-29T10:15:00-04:00,X,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Analog Myth signal trace: Girls Camp keeps the ghost story bright enough to see the fingerprints.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=album","Analog Myth signal trace: Girls Camp keeps the ghost story bright enough to see the fingerprints.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=album||Second pass through the Analog Myth room: Girls Camp keeps the ghost story bright enough to see the fingerprints.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-x&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-02-GIRLS-CAMP-FACEBOOK,2026-07-29T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Analog Myth signal trace, track 2: Girls Camp keeps the ghost story bright enough to see the fingerprints.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 2: Girls Camp keeps the ghost story bright enough to see the fingerprints.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Girls Camp keeps the ghost story bright enough to see the fingerprints.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-02-girls-camp-facebook&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-03-ANALOG-MYTH-X,2026-07-30T10:15:00-04:00,X,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth signal trace: Analog Myth lets the tape hiss become part of the truth.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=album","Analog Myth signal trace: Analog Myth lets the tape hiss become part of the truth.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=album||Second pass through the Analog Myth room: Analog Myth lets the tape hiss become part of the truth.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-x&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-03-ANALOG-MYTH-FACEBOOK,2026-07-30T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth signal trace, track 3: Analog Myth lets the tape hiss become part of the truth.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 3: Analog Myth lets the tape hiss become part of the truth.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Analog Myth lets the tape hiss become part of the truth.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-03-analog-myth-facebook&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-04-SPILLING-THE-TEA-X,2026-07-31T10:15:00-04:00,X,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,"Analog Myth signal trace: Spilling the Tea makes the side-eye cinematic without losing the grin.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=album","Analog Myth signal trace: Spilling the Tea makes the side-eye cinematic without losing the grin.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=album||Second pass through the Analog Myth room: Spilling the Tea makes the side-eye cinematic without losing the grin.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-x&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-04-SPILLING-THE-TEA-FACEBOOK,2026-07-31T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,"Analog Myth signal trace, track 4: Spilling the Tea makes the side-eye cinematic without losing the grin.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 4: Spilling the Tea makes the side-eye cinematic without losing the grin.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Spilling the Tea makes the side-eye cinematic without losing the grin.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-04-spilling-the-tea-facebook&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-05-NO-MORTGAGE-X,2026-08-01T10:15:00-04:00,X,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"Analog Myth signal trace: No Mortgage sounds like a house key landing on the table.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=album","Analog Myth signal trace: No Mortgage sounds like a house key landing on the table.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=album||Second pass through the Analog Myth room: No Mortgage sounds like a house key landing on the table.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-x&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-05-NO-MORTGAGE-FACEBOOK,2026-08-01T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"Analog Myth signal trace, track 5: No Mortgage sounds like a house key landing on the table.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 5: No Mortgage sounds like a house key landing on the table.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: No Mortgage sounds like a house key landing on the table.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-05-no-mortgage-facebook&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-06-GUARDS-DOWN-X,2026-08-02T10:15:00-04:00,X,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Analog Myth signal trace: Guards Down catches the exact second the brave face slips.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=album","Analog Myth signal trace: Guards Down catches the exact second the brave face slips.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=album||Second pass through the Analog Myth room: Guards Down catches the exact second the brave face slips.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-x&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-06-GUARDS-DOWN-FACEBOOK,2026-08-02T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Analog Myth signal trace, track 6: Guards Down catches the exact second the brave face slips.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 6: Guards Down catches the exact second the brave face slips.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Guards Down catches the exact second the brave face slips.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-06-guards-down-facebook&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-07-SLOW-WALK-X,2026-08-03T10:15:00-04:00,X,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Analog Myth signal trace: Slow Walk moves like it knows the shortcut is a trap.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=album","Analog Myth signal trace: Slow Walk moves like it knows the shortcut is a trap.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=album||Second pass through the Analog Myth room: Slow Walk moves like it knows the shortcut is a trap.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-x&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-07-SLOW-WALK-FACEBOOK,2026-08-03T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Analog Myth signal trace, track 7: Slow Walk moves like it knows the shortcut is a trap.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 7: Slow Walk moves like it knows the shortcut is a trap.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Slow Walk moves like it knows the shortcut is a trap.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-07-slow-walk-facebook&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-08-THE-POWER-OF-LIGHT-X,2026-08-04T10:15:00-04:00,X,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Analog Myth signal trace: The Power of Light turns the last switch into a little revelation.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=album","Analog Myth signal trace: The Power of Light turns the last switch into a little revelation.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=album||Second pass through the Analog Myth room: The Power of Light turns the last switch into a little revelation.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-x&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
FP-BRAND-AM-W4-08-THE-POWER-OF-LIGHT-FACEBOOK,2026-08-04T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Analog Myth signal trace, track 8: The Power of Light turns the last switch into a little revelation.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth signal trace, track 8: The Power of Light turns the last switch into a little revelation.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: The Power of Light turns the last switch into a little revelation.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w4-08-the-power-of-light-facebook&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
